"","year","month","position","n"
"1839","2018",7,"Comptable Principal",10
"1840","2018",7,"Gestionnaire Financier Principal",14
"1841","2018",7,"Expert Commercial Principal",7
"1842","2018",7,"Ingenieur Principal",22
"1843","2018",7,"Technicien en Chef",89
"1844","2018",7,"Analyste Central",27
"1845","2018",7,"PRESIDENT DIRECTEUR GENERAL",2
"1846","2018",7,"Contract. Agent non qualifié 1ère cie",4
"1847","2018",7,"Contract. Agent d'Acceuil",5
"1848","2018",7,"Contract. Agent de guichet",3
"1849","2018",7,"Contract. Agent Administratif Adjoint",5
"1850","2018",7,"Contract. Agent Administratif",20
"1851","2018",7,"Contract. Agent PrincipaL de guichet",NA
"1852","2018",7,"Contract. Gestionnaire Adjoint",47
"1853","2018",7,"Contract. Surveillant des guichets",NA
"1854","2018",7,"Contract. Gestionnaire",74
"1855","2018",7,"Contract. Gestionnaire Central",2
"1856","2018",7,"Femme Menage",283
"1857","2018",7,"Femme Menage qualifié",288
"1858","2018",7,"Gardiennage",120
"1859","2018",7,"Gardiennage qualifié",128
"1860","2018",7,"Inspecteur en chef",NA
"1861","2018",7,"Inspecteur",NA
"1862","2018",7,"Agent de production",1
"1863","2018",7,"Secrétaire de gestion",NA
"1864","2018",7,"Attaché d'inspection",1
"1865","2018",7,"Analyste",NA
"1866","2018",7,"Administration conseil",NA
"1867","2018",7,"Attaché De l'administration",NA
"1868","2018",7,"Medecin",1
"1869","2018",7,"MEDECIN PRINCIPAL",NA
"1870","2018",7,"Unknown",NA
"1871","2018",8,"Conseiller en Chef",1
"1872","2018",8,"Gestionnaire en Chef",416
"1873","2018",8,"Comptable en Chef",23
"1874","2018",8,"Gestionnaire Financier en Chef",24
"1875","2018",8,"Expert Commercial en Chef",3
"1876","2018",8,"Auditeur en Chef",1
"1877","2018",8,"Contrôleur de gestion en Chef",3
"1878","2018",8,"Ingénieur en Chef",49
"1879","2018",8,"Expert Technicien en Chef",NA
"1880","2018",8,"Analyste en Chef",29
"1881","2018",8,"Architecte en Chef",1
"1882","2018",8,"Conseiller Général",6
"1883","2018",8,"Gestionnaire Général",144
"1884","2018",8,"Gestionnaire Financier Général",NA
"1885","2018",8,"Ingénieur Général",22
"1886","2018",8,"Analyste Général",7
"1887","2018",8,"Architecte Général",4
"1888","2018",8,"Agent non qualifié 1ère cie",98
"1889","2018",8,"Agent non qualifié 2ème cie",10
"1890","2018",8,"Agent non qualifié 3ème cie",37
"1891","2018",8,"Agent d'Acceuil",12
"1892","2018",8,"Agent de métier",70
"1893","2018",8,"Agent des postes",138
"1894","2018",8,"Agent de guichet",90
"1895","2018",8,"Agent de Distribution",574
"1896","2018",8,"Agent Administratif Adjoint",7
"1897","2018",8,"Agent technique",NA
"1898","2018",8,"Agent qualifié 1er degré",63
"1899","2018",8,"Agent Administratif",61
"1900","2018",8,"Agent Bureautique",1
"1901","2018",8,"Agent PrincipaL des postes",53
"1902","2018",8,"Agent PrincipaL de guichet",300
"1903","2018",8,"Agent principale de Distribution",241
"1904","2018",8,"Agent financier",2
"1905","2018",8,"Technicien Adjoint",17
"1906","2018",8,"Technicien de Laboratoire Informatique",NA
"1907","2018",8,"Agent qualifié 2ème degré",106
"1908","2018",8,"Ouvrier",NA
"1909","2018",8,"Gestionnaire Adjoint",158
"1910","2018",8,"Surveillant des postes",415
"1911","2018",8,"Surveillant des guichets",1200
"1912","2018",8,"Surveillant de distribution",378
"1913","2018",8,"Gestionnaire financier adjoint",48
"1914","2018",8,"Ouvrier",NA
"1915","2018",8,"Technicien",162
"1916","2018",8,"Programmeur",1
"1917","2018",8,"Agent qualifié 3ème degré",59
"1918","2018",8,"Gestionnaire",2169
"1919","2018",8,"Comptable",2
"1920","2018",8,"Gestionnaire Financier",21
"1921","2018",8,"Technicien Principal",146
"1922","2018",8,"Analyste",19
"1923","2018",8,"Gestionnaire Central",1131
"1924","2018",8,"Comptable Principal",10
"1925","2018",8,"Gestionnaire Financier Principal",14
"1926","2018",8,"Expert Commercial Principal",7
"1927","2018",8,"Ingenieur Principal",22
"1928","2018",8,"Technicien en Chef",89
"1929","2018",8,"Analyste Central",27
"1930","2018",8,"PRESIDENT DIRECTEUR GENERAL",2
"1931","2018",8,"Contract. Agent non qualifié 1ère cie",4
"1932","2018",8,"Contract. Agent d'Acceuil",5
"1933","2018",8,"Contract. Agent de guichet",3
"1934","2018",8,"Contract. Agent Administratif Adjoint",5
"1935","2018",8,"Contract. Agent Administratif",20
"1936","2018",8,"Contract. Agent PrincipaL de guichet",NA
"1937","2018",8,"Contract. Gestionnaire Adjoint",47
"1938","2018",8,"Contract. Surveillant des guichets",NA
"1939","2018",8,"Contract. Gestionnaire",74
"1940","2018",8,"Contract. Gestionnaire Central",2
"1941","2018",8,"Femme Menage",283
"1942","2018",8,"Femme Menage qualifié",288
"1943","2018",8,"Gardiennage",120
"1944","2018",8,"Gardiennage qualifié",128
"1945","2018",8,"Inspecteur en chef",NA
"1946","2018",8,"Inspecteur",NA
"1947","2018",8,"Agent de production",1
"1948","2018",8,"Secrétaire de gestion",NA
"1949","2018",8,"Attaché d'inspection",1
"1950","2018",8,"Analyste",NA
"1951","2018",8,"Administration conseil",NA
"1952","2018",8,"Attaché De l'administration",NA
"1953","2018",8,"Medecin",1
"1954","2018",8,"MEDECIN PRINCIPAL",NA
"1955","2018",8,"Unknown",NA
"1956","2018",9,"Conseiller en Chef",1
"1957","2018",9,"Gestionnaire en Chef",416
"1958","2018",9,"Comptable en Chef",24
"1959","2018",9,"Gestionnaire Financier en Chef",24
"1960","2018",9,"Expert Commercial en Chef",3
"1961","2018",9,"Auditeur en Chef",1
"1962","2018",9,"Contrôleur de gestion en Chef",3
"1963","2018",9,"Ingénieur en Chef",49
"1964","2018",9,"Expert Technicien en Chef",NA
"1965","2018",9,"Analyste en Chef",29
"1966","2018",9,"Architecte en Chef",1
"1967","2018",9,"Conseiller Général",6
"1968","2018",9,"Gestionnaire Général",144
"1969","2018",9,"Gestionnaire Financier Général",NA
"1970","2018",9,"Ingénieur Général",22
"1971","2018",9,"Analyste Général",7
"1972","2018",9,"Architecte Général",4
"1973","2018",9,"Agent non qualifié 1ère cie",98
"1974","2018",9,"Agent non qualifié 2ème cie",10
"1975","2018",9,"Agent non qualifié 3ème cie",37
"1976","2018",9,"Agent d'Acceuil",12
"1977","2018",9,"Agent de métier",70
"1978","2018",9,"Agent des postes",138
"1979","2018",9,"Agent de guichet",90
"1980","2018",9,"Agent de Distribution",574
"1981","2018",9,"Agent Administratif Adjoint",7
"1982","2018",9,"Agent technique",NA
"1983","2018",9,"Agent qualifié 1er degré",63
"1984","2018",9,"Agent Administratif",63
"1985","2018",9,"Agent Bureautique",1
"1986","2018",9,"Agent PrincipaL des postes",54
"1987","2018",9,"Agent PrincipaL de guichet",299
"1988","2018",9,"Agent principale de Distribution",241
"1989","2018",9,"Agent financier",2
"1990","2018",9,"Technicien Adjoint",17
"1991","2018",9,"Technicien de Laboratoire Informatique",NA
"1992","2018",9,"Agent qualifié 2ème degré",106
"1993","2018",9,"Ouvrier",NA
"1994","2018",9,"Gestionnaire Adjoint",175
"1995","2018",9,"Surveillant des postes",419
"1996","2018",9,"Surveillant des guichets",1197
"1997","2018",9,"Surveillant de distribution",377
"1998","2018",9,"Gestionnaire financier adjoint",48
"1999","2018",9,"Ouvrier",NA
"2000","2018",9,"Technicien",162
"2001","2018",9,"Programmeur",1
"2002","2018",9,"Agent qualifié 3ème degré",59
"2003","2018",9,"Gestionnaire",2198
"2004","2018",9,"Comptable",2
"2005","2018",9,"Gestionnaire Financier",21
"2006","2018",9,"Technicien Principal",146
"2007","2018",9,"Analyste",19
"2008","2018",9,"Gestionnaire Central",1133
"2009","2018",9,"Comptable Principal",10
"2010","2018",9,"Gestionnaire Financier Principal",14
"2011","2018",9,"Expert Commercial Principal",7
"2012","2018",9,"Ingenieur Principal",22
"2013","2018",9,"Technicien en Chef",89
"2014","2018",9,"Analyste Central",27
"2015","2018",9,"PRESIDENT DIRECTEUR GENERAL",2
"2016","2018",9,"Contract. Agent non qualifié 1ère cie",4
"2017","2018",9,"Contract. Agent d'Acceuil",5
"2018","2018",9,"Contract. Agent de guichet",3
"2019","2018",9,"Contract. Agent Administratif Adjoint",5
"2020","2018",9,"Contract. Agent Administratif",18
"2021","2018",9,"Contract. Agent PrincipaL de guichet",NA
"2022","2018",9,"Contract. Gestionnaire Adjoint",31
"2023","2018",9,"Contract. Surveillant des guichets",NA
"2024","2018",9,"Contract. Gestionnaire",45
"2025","2018",9,"Contract. Gestionnaire Central",NA
"2026","2018",9,"Femme Menage",283
"2027","2018",9,"Femme Menage qualifié",288
"2028","2018",9,"Gardiennage",120
"2029","2018",9,"Gardiennage qualifié",128
"2030","2018",9,"Inspecteur en chef",NA
"2031","2018",9,"Inspecteur",NA
"2032","2018",9,"Agent de production",1
"2033","2018",9,"Secrétaire de gestion",NA
"2034","2018",9,"Attaché d'inspection",1
"2035","2018",9,"Analyste",NA
"2036","2018",9,"Administration conseil",NA
"2037","2018",9,"Attaché De l'administration",NA
"2038","2018",9,"Medecin",1
"2039","2018",9,"MEDECIN PRINCIPAL",NA
"2040","2018",9,"Unknown",NA
"2041","2019",1,"Conseiller en Chef",1
"2042","2019",1,"Gestionnaire en Chef",397
"2043","2019",1,"Comptable en Chef",24
"2044","2019",1,"Gestionnaire Financier en Chef",24
"2045","2019",1,"Expert Commercial en Chef",3
"2046","2019",1,"Auditeur en Chef",1
"2047","2019",1,"Contrôleur de gestion en Chef",3
"2048","2019",1,"Ingénieur en Chef",46
"2049","2019",1,"Expert Technicien en Chef",NA
"2050","2019",1,"Analyste en Chef",30
"2051","2019",1,"Architecte en Chef",1
"2052","2019",1,"Conseiller Général",6
"2053","2019",1,"Gestionnaire Général",142
"2054","2019",1,"Gestionnaire Financier Général",NA
"2055","2019",1,"Ingénieur Général",23
"2056","2019",1,"Analyste Général",5
"2057","2019",1,"Architecte Général",4
"2058","2019",1,"Agent non qualifié 1ère cie",95
"2059","2019",1,"Agent non qualifié 2ème cie",12
"2060","2019",1,"Agent non qualifié 3ème cie",25
"2061","2019",1,"Agent d'Acceuil",12
"2062","2019",1,"Agent de métier",66
"2063","2019",1,"Agent des postes",130
"2064","2019",1,"Agent de guichet",93
"2065","2019",1,"Agent de Distribution",542
"2066","2019",1,"Agent Administratif Adjoint",8
"2067","2019",1,"Agent technique",NA
"2068","2019",1,"Agent qualifié 1er degré",56
"2069","2019",1,"Agent Administratif",64
"2070","2019",1,"Agent Bureautique",1
"2071","2019",1,"Agent PrincipaL des postes",62
"2072","2019",1,"Agent PrincipaL de guichet",302
"2073","2019",1,"Agent principale de Distribution",261
"2074","2019",1,"Agent financier",2
"2075","2019",1,"Technicien Adjoint",15
"2076","2019",1,"Technicien de Laboratoire Informatique",NA
"2077","2019",1,"Agent qualifié 2ème degré",96
"2078","2019",1,"Ouvrier",NA
"2079","2019",1,"Gestionnaire Adjoint",175
"2080","2019",1,"Surveillant des postes",366
"2081","2019",1,"Surveillant des guichets",1085
"2082","2019",1,"Surveillant de distribution",325
"2083","2019",1,"Gestionnaire financier adjoint",44
"2084","2019",1,"Ouvrier",NA
"2085","2019",1,"Technicien",139
"2086","2019",1,"Programmeur",1
"2087","2019",1,"Agent qualifié 3ème degré",51
"2088","2019",1,"Gestionnaire",2272
"2089","2019",1,"Comptable",2
"2090","2019",1,"Gestionnaire Financier",21
"2091","2019",1,"Technicien Principal",138
"2092","2019",1,"Analyste",16
"2093","2019",1,"Gestionnaire Central",1111
"2094","2019",1,"Comptable Principal",10
"2095","2019",1,"Gestionnaire Financier Principal",13
"2096","2019",1,"Expert Commercial Principal",7
"2097","2019",1,"Ingenieur Principal",22
"2098","2019",1,"Technicien en Chef",86
"2099","2019",1,"Analyste Central",25
"2100","2019",1,"PRESIDENT DIRECTEUR GENERAL",1
"2101","2019",1,"Contract. Agent non qualifié 1ère cie",4
"2102","2019",1,"Contract. Agent d'Acceuil",5
"2103","2019",1,"Contract. Agent de guichet",3
"2104","2019",1,"Contract. Agent Administratif Adjoint",5
"2105","2019",1,"Contract. Agent Administratif",15
"2106","2019",1,"Contract. Agent PrincipaL de guichet",NA
"2107","2019",1,"Contract. Gestionnaire Adjoint",25
"2108","2019",1,"Contract. Surveillant des guichets",NA
"2109","2019",1,"Contract. Gestionnaire",33
"2110","2019",1,"Contract. Gestionnaire Central",NA
"2111","2019",1,"Femme Menage",269
"2112","2019",1,"Femme Menage qualifié",279
"2113","2019",1,"Gardiennage",119
"2114","2019",1,"Gardiennage qualifié",124
"2115","2019",1,"Inspecteur en chef",NA
"2116","2019",1,"Inspecteur",NA
"2117","2019",1,"Agent de production",NA
"2118","2019",1,"Secrétaire de gestion",NA
"2119","2019",1,"Attaché d'inspection",1
"2120","2019",1,"Analyste",NA
"2121","2019",1,"Administration conseil",NA
"2122","2019",1,"Attaché De l'administration",NA
"2123","2019",1,"Medecin",1
"2124","2019",1,"MEDECIN PRINCIPAL",NA
"2125","2019",1,"Unknown",NA
"2126","2019",10,"Conseiller en Chef",1
"2127","2019",10,"Gestionnaire en Chef",397
"2128","2019",10,"Comptable en Chef",24
"2129","2019",10,"Gestionnaire Financier en Chef",24
"2130","2019",10,"Expert Commercial en Chef",3
"2131","2019",10,"Auditeur en Chef",1
"2132","2019",10,"Contrôleur de gestion en Chef",3
"2133","2019",10,"Ingénieur en Chef",46
"2134","2019",10,"Expert Technicien en Chef",13
"2135","2019",10,"Analyste en Chef",30
"2136","2019",10,"Architecte en Chef",1
"2137","2019",10,"Conseiller Général",6
"2138","2019",10,"Gestionnaire Général",142
"2139","2019",10,"Gestionnaire Financier Général",NA
"2140","2019",10,"Ingénieur Général",23
"2141","2019",10,"Analyste Général",5
"2142","2019",10,"Architecte Général",4
"2143","2019",10,"Agent non qualifié 1ère cie",95
"2144","2019",10,"Agent non qualifié 2ème cie",12
"2145","2019",10,"Agent non qualifié 3ème cie",26
"2146","2019",10,"Agent d'Acceuil",12
"2147","2019",10,"Agent de métier",66
"2148","2019",10,"Agent des postes",129
"2149","2019",10,"Agent de guichet",97
"2150","2019",10,"Agent de Distribution",635
"2151","2019",10,"Agent Administratif Adjoint",7
"2152","2019",10,"Agent technique",1
"2153","2019",10,"Agent qualifié 1er degré",55
"2154","2019",10,"Agent Administratif",164
"2155","2019",10,"Agent Bureautique",1
"2156","2019",10,"Agent PrincipaL des postes",64
"2157","2019",10,"Agent PrincipaL de guichet",303
"2158","2019",10,"Agent principale de Distribution",261
"2159","2019",10,"Agent financier",2
"2160","2019",10,"Technicien Adjoint",15
"2161","2019",10,"Technicien de Laboratoire Informatique",1
"2162","2019",10,"Agent qualifié 2ème degré",95
"2163","2019",10,"Ouvrier",NA
"2164","2019",10,"Gestionnaire Adjoint",172
"2165","2019",10,"Surveillant des postes",370
"2166","2019",10,"Surveillant des guichets",1082
"2167","2019",10,"Surveillant de distribution",324
"2168","2019",10,"Gestionnaire financier adjoint",44
"2169","2019",10,"Ouvrier",NA
"2170","2019",10,"Technicien",138
"2171","2019",10,"Programmeur",NA
"2172","2019",10,"Agent qualifié 3ème degré",52
"2173","2019",10,"Gestionnaire",2278
"2174","2019",10,"Comptable",2
"2175","2019",10,"Gestionnaire Financier",21
"2176","2019",10,"Technicien Principal",141
"2177","2019",10,"Analyste",17
"2178","2019",10,"Gestionnaire Central",1112
"2179","2019",10,"Comptable Principal",10
"2180","2019",10,"Gestionnaire Financier Principal",13
"2181","2019",10,"Expert Commercial Principal",7
"2182","2019",10,"Ingenieur Principal",22
"2183","2019",10,"Technicien en Chef",73
"2184","2019",10,"Analyste Central",25
"2185","2019",10,"PRESIDENT DIRECTEUR GENERAL",1
"2186","2019",10,"Contract. Agent non qualifié 1ère cie",3
"2187","2019",10,"Contract. Agent d'Acceuil",5
"2188","2019",10,"Contract. Agent de guichet",NA
"2189","2019",10,"Contract. Agent Administratif Adjoint",5
"2190","2019",10,"Contract. Agent Administratif",6
"2191","2019",10,"Contract. Agent PrincipaL de guichet",NA
"2192","2019",10,"Contract. Gestionnaire Adjoint",23
"2193","2019",10,"Contract. Surveillant des guichets",NA
"2194","2019",10,"Contract. Gestionnaire",32
"2195","2019",10,"Contract. Gestionnaire Central",NA
"2196","2019",10,"Femme Menage",188
"2197","2019",10,"Femme Menage qualifié",360
"2198","2019",10,"Gardiennage",83
"2199","2019",10,"Gardiennage qualifié",158
"2200","2019",10,"Inspecteur en chef",NA
"2201","2019",10,"Inspecteur",NA
"2202","2019",10,"Agent de production",NA
"2203","2019",10,"Secrétaire de gestion",NA
"2204","2019",10,"Attaché d'inspection",NA
"2205","2019",10,"Analyste",NA
"2206","2019",10,"Administration conseil",NA
"2207","2019",10,"Attaché De l'administration",NA
"2208","2019",10,"Medecin",NA
"2209","2019",10,"MEDECIN PRINCIPAL",1
"2210","2019",10,"Unknown",NA
"2211","2019",11,"Conseiller en Chef",1
"2212","2019",11,"Gestionnaire en Chef",397
"2213","2019",11,"Comptable en Chef",24
"2214","2019",11,"Gestionnaire Financier en Chef",24
"2215","2019",11,"Expert Commercial en Chef",3
"2216","2019",11,"Auditeur en Chef",1
"2217","2019",11,"Contrôleur de gestion en Chef",3
"2218","2019",11,"Ingénieur en Chef",46
"2219","2019",11,"Expert Technicien en Chef",13
"2220","2019",11,"Analyste en Chef",30
"2221","2019",11,"Architecte en Chef",1
"2222","2019",11,"Conseiller Général",6
"2223","2019",11,"Gestionnaire Général",142
"2224","2019",11,"Gestionnaire Financier Général",NA
"2225","2019",11,"Ingénieur Général",23
"2226","2019",11,"Analyste Général",5
"2227","2019",11,"Architecte Général",4
"2228","2019",11,"Agent non qualifié 1ère cie",95
"2229","2019",11,"Agent non qualifié 2ème cie",12
"2230","2019",11,"Agent non qualifié 3ème cie",26
"2231","2019",11,"Agent d'Acceuil",11
"2232","2019",11,"Agent de métier",66
"2233","2019",11,"Agent des postes",128
"2234","2019",11,"Agent de guichet",98
"2235","2019",11,"Agent de Distribution",636
"2236","2019",11,"Agent Administratif Adjoint",7
"2237","2019",11,"Agent technique",2
"2238","2019",11,"Agent qualifié 1er degré",54
"2239","2019",11,"Agent Administratif",164
"2240","2019",11,"Agent Bureautique",1
"2241","2019",11,"Agent PrincipaL des postes",64
"2242","2019",11,"Agent PrincipaL de guichet",303
"2243","2019",11,"Agent principale de Distribution",261
"2244","2019",11,"Agent financier",2
"2245","2019",11,"Technicien Adjoint",15
"2246","2019",11,"Technicien de Laboratoire Informatique",1
"2247","2019",11,"Agent qualifié 2ème degré",95
"2248","2019",11,"Ouvrier",NA
"2249","2019",11,"Gestionnaire Adjoint",173
"2250","2019",11,"Surveillant des postes",370
"2251","2019",11,"Surveillant des guichets",1078
"2252","2019",11,"Surveillant de distribution",324
"2253","2019",11,"Gestionnaire financier adjoint",44
"2254","2019",11,"Ouvrier",NA
"2255","2019",11,"Technicien",138
"2256","2019",11,"Programmeur",NA
"2257","2019",11,"Agent qualifié 3ème degré",52
